STATE,District Name,Commodity,Modal_Price,Date,Price_per_kg,Price_display
Nagaland,kohima,Potato,3542.3076923076924,31-May-2025,35.42,₹ 35.42 / kg
Nagaland,longleng,Potato,2500.0,31-Mar-2025,25.0,₹ 25.0 / kg
Nagaland,mokokchung,Onion,5000.0,31-May-2025,50.0,₹ 50.0 / kg
Nagaland,mokokchung,Potato,3000.0,31-May-2025,30.0,₹ 30.0 / kg
Nagaland,peren,Potato,4300.0,31-Mar-2025,43.0,₹ 43.0 / kg
Nagaland,phek,Potato,2500.0,31-May-2025,25.0,₹ 25.0 / kg
Nagaland,wokha,Potato,2150.0,31-May-2025,21.5,₹ 21.5 / kg
Orissa,bargarh,Onion,2106.060606060606,31-May-2025,21.06,₹ 21.06 / kg
Orissa,bargarh,Potato,2136.3636363636365,31-May-2025,21.36,₹ 21.36 / kg
Orissa,bhadrak,Onion,2334.5,31-May-2025,23.34,₹ 23.34 / kg
Orissa,bhadrak,Potato,1916.842105263158,31-May-2025,19.17,₹ 19.17 / kg
Orissa,dhenkanal,Onion,2138.333333333333,31-May-2025,21.38,₹ 21.38 / kg
Orissa,dhenkanal,Potato,1895.0,31-May-2025,18.95,₹ 18.95 / kg
Orissa,ganjam,Onion,2424.0,31-May-2025,24.24,₹ 24.24 / kg
Orissa,ganjam,Potato,2012.5,31-May-2025,20.12,₹ 20.12 / kg
Orissa,jharsuguda,Onion,2812.5,31-May-2025,28.12,₹ 28.12 / kg
Orissa,jharsuguda,Potato,2145.833333333333,31-May-2025,21.46,₹ 21.46 / kg
Orissa,jharsuguda,Rice,4318.181818181818,31-May-2025,43.18,₹ 43.18 / kg
Orissa,kalahandi,Onion,1767.3076923076924,31-May-2025,17.67,₹ 17.67 / kg
Orissa,kalahandi,Potato,2200.0,31-May-2025,22.0,₹ 22.0 / kg
Orissa,kalahandi,Rice,3600.0,31-May-2025,36.0,₹ 36.0 / kg
Orissa,kendrapara,Onion,4233.333333333333,31-Mar-2025,42.33,₹ 42.33 / kg
Orissa,kendrapara,Potato,1778.7878787878788,31-May-2025,17.79,₹ 17.79 / kg
Orissa,keonjhar,Onion,3088.235294117647,31-May-2025,30.88,₹ 30.88 / kg
Orissa,keonjhar,Potato,2223.529411764706,31-May-2025,22.24,₹ 22.24 / kg
Orissa,keonjhar,Rice,3529.4117647058824,31-May-2025,35.29,₹ 35.29 / kg
Orissa,khurda,Onion,2492.708333333333,31-May-2025,24.93,₹ 24.93 / kg
Orissa,khurda,Potato,1669.7916666666667,31-May-2025,16.7,₹ 16.7 / kg
Orissa,koraput,Potato,2900.0,31-Mar-2025,29.0,₹ 29.0 / kg
Orissa,nuapada,Onion,2312.5,31-May-2025,23.12,₹ 23.12 / kg
Orissa,nuapada,Potato,2325.0,31-May-2025,23.25,₹ 23.25 / kg
Orissa,rayagada,Onion,2114.285714285714,31-May-2025,21.14,₹ 21.14 / kg
Orissa,rayagada,Potato,2190.4761904761904,31-May-2025,21.9,₹ 21.9 / kg
Orissa,sambalpur,Potato,2975.0,31-Jan-2025,29.75,₹ 29.75 / kg
Punjab,amritsar,Onion,1587.3239436619715,31-May-2025,15.87,₹ 15.87 / kg
Punjab,amritsar,Potato,726.8115942028985,31-May-2025,7.27,₹ 7.27 / kg
Punjab,barnala,Onion,1168.0,31-May-2025,11.68,₹ 11.68 / kg
Punjab,barnala,Potato,800.0,31-May-2025,8.0,₹ 8.0 / kg
Punjab,faridkot,Onion,1100.0,31-May-2025,11.0,₹ 11.0 / kg
Punjab,faridkot,Potato,783.125,31-May-2025,7.83,₹ 7.83 / kg
Punjab,fazilka,Potato,877.9166666666666,30-Jun-2025,8.78,₹ 8.78 / kg
Punjab,gurdaspur,Onion,1529.6052631578948,31-May-2025,15.3,₹ 15.3 / kg
Punjab,gurdaspur,Potato,952.9411764705884,31-May-2025,9.53,₹ 9.53 / kg
Punjab,hoshiarpur,Onion,1294.4827586206898,31-May-2025,12.94,₹ 12.94 / kg
Punjab,hoshiarpur,Potato,849.3581081081081,31-May-2025,8.49,₹ 8.49 / kg
Punjab,jalandhar,Onion,1405.4794520547946,31-May-2025,14.05,₹ 14.05 / kg
Punjab,jalandhar,Potato,849.1964285714286,31-May-2025,8.49,₹ 8.49 / kg
Punjab,kapurthala,Onion,1129.2173913043478,31-May-2025,11.29,₹ 11.29 / kg
Punjab,kapurthala,Potato,923.3,31-May-2025,9.23,₹ 9.23 / kg
Punjab,ludhiana,Onion,1223.4513274336284,31-May-2025,12.23,₹ 12.23 / kg
Punjab,ludhiana,Potato,717.7391304347826,31-May-2025,7.18,₹ 7.18 / kg
Punjab,moga,Onion,1473.529411764706,31-May-2025,14.74,₹ 14.74 / kg
Punjab,moga,Potato,1052.9850746268658,31-May-2025,10.53,₹ 10.53 / kg
Punjab,muktsar,Onion,1223.888888888889,31-May-2025,12.24,₹ 12.24 / kg
Punjab,muktsar,Potato,1022.3684210526316,31-May-2025,10.22,₹ 10.22 / kg
Punjab,nawanshahr,Onion,1315.2,31-May-2025,13.15,₹ 13.15 / kg
Punjab,nawanshahr,Potato,603.8461538461538,31-May-2025,6.04,₹ 6.04 / kg
Punjab,patiala,Onion,1191.2738853503186,31-May-2025,11.91,₹ 11.91 / kg
Punjab,patiala,Potato,925.6,31-May-2025,9.26,₹ 9.26 / kg
Punjab,sangrur,Onion,1245.28,31-May-2025,12.45,₹ 12.45 / kg
Punjab,sangrur,Potato,748.2269503546099,31-May-2025,7.48,₹ 7.48 / kg
Rajasthan,ajmer,Onion,1571.875,31-May-2025,15.72,₹ 15.72 / kg
Rajasthan,ajmer,Potato,1461.4583333333333,31-May-2025,14.61,₹ 14.61 / kg
Rajasthan,alwar,Onion,1440.0,31-May-2025,14.4,₹ 14.4 / kg
Rajasthan,alwar,Potato,1517.3076923076924,31-May-2025,15.17,₹ 15.17 / kg
Rajasthan,baran,Onion,509.09090909090907,31-May-2025,5.09,₹ 5.09 / kg
Rajasthan,baran,Potato,715.0,31-May-2025,7.15,₹ 7.15 / kg
Rajasthan,bharatpur,Onion,1141.1764705882354,31-May-2025,11.41,₹ 11.41 / kg
Rajasthan,bharatpur,Potato,1111.764705882353,31-May-2025,11.12,₹ 11.12 / kg
Rajasthan,bhilwara,Onion,1132.258064516129,31-May-2025,11.32,₹ 11.32 / kg
Rajasthan,bhilwara,Potato,1304.8387096774193,31-May-2025,13.05,₹ 13.05 / kg
Rajasthan,bikaner,Onion,821.0526315789474,31-May-2025,8.21,₹ 8.21 / kg
Rajasthan,bikaner,Potato,1089.4736842105262,31-May-2025,10.89,₹ 10.89 / kg
Rajasthan,churu,Onion,1054.5454545454545,31-May-2025,10.55,₹ 10.55 / kg
Rajasthan,churu,Potato,1251.1363636363635,31-May-2025,12.51,₹ 12.51 / kg
Rajasthan,dungarpur,Onion,2675.0,31-May-2025,26.75,₹ 26.75 / kg
Rajasthan,dungarpur,Potato,1475.0,31-May-2025,14.75,₹ 14.75 / kg
Rajasthan,ganganagar,Onion,1040.3846153846157,31-May-2025,10.4,₹ 10.4 / kg
Rajasthan,ganganagar,Potato,842.3076923076923,31-May-2025,8.42,₹ 8.42 / kg
Rajasthan,hanumangarh,Onion,1094.687898089172,31-May-2025,10.95,₹ 10.95 / kg
Rajasthan,hanumangarh,Potato,1019.4871794871794,31-May-2025,10.19,₹ 10.19 / kg
Rajasthan,jaipur,Onion,1071.0526315789473,31-May-2025,10.71,₹ 10.71 / kg
Rajasthan,jaipur,Potato,1126.3157894736842,31-May-2025,11.26,₹ 11.26 / kg
Rajasthan,jaisalmer,Onion,1327.2727272727273,31-May-2025,13.27,₹ 13.27 / kg
Rajasthan,jaisalmer,Potato,1100.0,31-May-2025,11.0,₹ 11.0 / kg
Rajasthan,jalore,Onion,1400.0,31-May-2025,14.0,₹ 14.0 / kg
Rajasthan,jalore,Potato,1287.5,31-May-2025,12.88,₹ 12.88 / kg
Rajasthan,jodhpur,Onion,669.047619047619,31-May-2025,6.69,₹ 6.69 / kg
Rajasthan,jodhpur,Potato,783.3333333333334,31-May-2025,7.83,₹ 7.83 / kg
Rajasthan,kota,Onion,533.3333333333334,31-May-2025,5.33,₹ 5.33 / kg
Rajasthan,kota,Potato,983.0,31-May-2025,9.83,₹ 9.83 / kg
Rajasthan,pali,Potato,1305.5555555555557,31-May-2025,13.06,₹ 13.06 / kg
Rajasthan,pratapgarh,Onion,1034.08,31-May-2025,10.34,₹ 10.34 / kg
Rajasthan,pratapgarh,Potato,1189.642857142857,31-May-2025,11.9,₹ 11.9 / kg
Rajasthan,pratapgarh,Rice,3130.714285714286,31-May-2025,31.31,₹ 31.31 / kg
Rajasthan,rajsamand,Onion,1045.4545454545455,31-May-2025,10.45,₹ 10.45 / kg
Rajasthan,rajsamand,Potato,920.6896551724138,31-May-2025,9.21,₹ 9.21 / kg
Rajasthan,sikar,Onion,587.9629629629629,31-May-2025,5.88,₹ 5.88 / kg
Rajasthan,sikar,Potato,1038.888888888889,31-May-2025,10.39,₹ 10.39 / kg
Rajasthan,sirohi,Onion,1300.0,31-May-2025,13.0,₹ 13.0 / kg
Rajasthan,sirohi,Potato,1312.5,31-May-2025,13.12,₹ 13.12 / kg
Rajasthan,udaipur,Onion,875.0,31-May-2025,8.75,₹ 8.75 / kg
Rajasthan,udaipur,Potato,1219.2307692307693,31-May-2025,12.19,₹ 12.19 / kg
Tamilnadu,coimbatore,Onion,2363.703703703704,31-May-2025,23.64,₹ 23.64 / kg
Tamilnadu,coimbatore,Potato,4997.083333333333,31-May-2025,49.97,₹ 49.97 / kg
Tamilnadu,cuddalore,Onion,2854.1666666666665,31-May-2025,28.54,₹ 28.54 / kg
Tamilnadu,cuddalore,Potato,3919.090909090909,31-May-2025,39.19,₹ 39.19 / kg
Tamilnadu,dharmapuri,Onion,2699.333333333333,31-May-2025,26.99,₹ 26.99 / kg
Tamilnadu,dharmapuri,Potato,3438.6666666666665,31-May-2025,34.39,₹ 34.39 / kg
Tamilnadu,dindigul,Onion,2857.5,31-May-2025,28.58,₹ 28.58 / kg
Tamilnadu,dindigul,Potato,4394.690265486725,31-May-2025,43.95,₹ 43.95 / kg
Tamilnadu,erode,Onion,2630.4054054054054,31-May-2025,26.3,₹ 26.3 / kg
Tamilnadu,erode,Potato,4014.7651006711408,31-May-2025,40.15,₹ 40.15 / kg
Tamilnadu,kancheepuram,Onion,2679.831932773109,31-May-2025,26.8,₹ 26.8 / kg
Tamilnadu,kancheepuram,Potato,3227.966101694916,31-May-2025,32.28,₹ 32.28 / kg
Tamilnadu,karur,Onion,2731.111111111112,31-May-2025,27.31,₹ 27.31 / kg
Tamilnadu,karur,Potato,4708.888888888889,31-May-2025,47.09,₹ 47.09 / kg
Tamilnadu,krishnagiri,Onion,2653.333333333333,31-May-2025,26.53,₹ 26.53 / kg
Tamilnadu,krishnagiri,Potato,3161.333333333333,31-May-2025,31.61,₹ 31.61 / kg
Tamilnadu,madurai,Onion,2894.1176470588234,31-May-2025,28.94,₹ 28.94 / kg
Tamilnadu,madurai,Potato,4656.410256410257,31-May-2025,46.56,₹ 46.56 / kg
Tamilnadu,nagapattinam,Onion,2964.044943820225,31-May-2025,29.64,₹ 29.64 / kg
Tamilnadu,nagapattinam,Potato,4067.777777777778,31-May-2025,40.68,₹ 40.68 / kg
Tamilnadu,namakkal,Onion,2943.8888888888887,31-May-2025,29.44,₹ 29.44 / kg
Tamilnadu,namakkal,Potato,3502.777777777778,31-May-2025,35.03,₹ 35.03 / kg
Tamilnadu,perambalur,Onion,2996.6666666666665,31-May-2025,29.97,₹ 29.97 / kg
Tamilnadu,perambalur,Potato,3530.0,31-May-2025,35.3,₹ 35.3 / kg
Tamilnadu,ramanathapuram,Onion,3450.0,31-May-2025,34.5,₹ 34.5 / kg
Tamilnadu,ramanathapuram,Potato,4316.666666666667,31-May-2025,43.17,₹ 43.17 / kg
Tamilnadu,salem,Onion,3037.386018237082,31-May-2025,30.37,₹ 30.37 / kg
Tamilnadu,salem,Potato,4431.498470948012,31-May-2025,44.31,₹ 44.31 / kg
Tamilnadu,sivaganga,Onion,3220.0,31-May-2025,32.2,₹ 32.2 / kg
Tamilnadu,sivaganga,Potato,4794.666666666667,31-May-2025,47.95,₹ 47.95 / kg
Tamilnadu,thanjavur,Onion,3161.6666666666665,31-May-2025,31.62,₹ 31.62 / kg
Tamilnadu,thanjavur,Potato,3526.6666666666665,31-May-2025,35.27,₹ 35.27 / kg
Tamilnadu,the nilgiris,Onion,2951.111111111112,31-May-2025,29.51,₹ 29.51 / kg
Tamilnadu,the nilgiris,Potato,5030.0,31-May-2025,50.3,₹ 50.3 / kg
Tamilnadu,theni,Onion,2475.2380952380954,31-May-2025,24.75,₹ 24.75 / kg
Tamilnadu,theni,Potato,3224.7619047619046,31-May-2025,32.25,₹ 32.25 / kg
Tamilnadu,thiruchirappalli,Potato,3620.0,31-May-2025,36.2,₹ 36.2 / kg
Tamilnadu,thirunelveli,Onion,2426.6666666666665,31-May-2025,24.27,₹ 24.27 / kg
Tamilnadu,thirunelveli,Potato,3117.777777777778,31-May-2025,31.18,₹ 31.18 / kg
Tamilnadu,thiruvarur,Onion,3658.6666666666665,31-May-2025,36.59,₹ 36.59 / kg
Tamilnadu,thiruvarur,Potato,3741.6666666666665,31-May-2025,37.42,₹ 37.42 / kg
Tamilnadu,vellore,Onion,2428.6666666666665,31-May-2025,24.29,₹ 24.29 / kg
Tamilnadu,vellore,Potato,3233.557046979866,31-May-2025,32.34,₹ 32.34 / kg
Tamilnadu,villupuram,Onion,2727.777777777778,31-May-2025,27.28,₹ 27.28 / kg
Tamilnadu,villupuram,Potato,3550.0,31-May-2025,35.5,₹ 35.5 / kg
Tamilnadu,virudhunagar,Onion,2949.583333333333,31-May-2025,29.5,₹ 29.5 / kg
Tamilnadu,virudhunagar,Potato,3934.1666666666665,31-May-2025,39.34,₹ 39.34 / kg
Uttar Pradesh,agra,Onion,1212.9761904761904,31-May-2025,12.13,₹ 12.13 / kg
Uttar Pradesh,agra,Potato,1071.4173228346456,31-May-2025,10.71,₹ 10.71 / kg
Uttar Pradesh,agra,Rice,3368.942307692308,31-May-2025,33.69,₹ 33.69 / kg
Uttar Pradesh,aligarh,Onion,1431.428571428571,31-May-2025,14.31,₹ 14.31 / kg
Uttar Pradesh,aligarh,Potato,1094.2727272727273,31-May-2025,10.94,₹ 10.94 / kg
Uttar Pradesh,aligarh,Rice,3440.3846153846152,31-May-2025,34.4,₹ 34.4 / kg
Uttar Pradesh,ambedkarnagar,Onion,1200.2542372881355,31-May-2025,12.0,₹ 12.0 / kg
Uttar Pradesh,ambedkarnagar,Potato,1152.1666666666667,31-May-2025,11.52,₹ 11.52 / kg
Uttar Pradesh,ambedkarnagar,Rice,3274.4,31-May-2025,32.74,₹ 32.74 / kg
Uttar Pradesh,amethi,Onion,1174.6875,31-May-2025,11.75,₹ 11.75 / kg
Uttar Pradesh,amethi,Potato,1078.125,31-May-2025,10.78,₹ 10.78 / kg
Uttar Pradesh,amethi,Rice,3305.925925925926,31-May-2025,33.06,₹ 33.06 / kg
Uttar Pradesh,amroha,Onion,1139.2,31-May-2025,11.39,₹ 11.39 / kg
Uttar Pradesh,amroha,Potato,904.2,31-May-2025,9.04,₹ 9.04 / kg
Uttar Pradesh,amroha,Rice,3247.2,31-May-2025,32.47,₹ 32.47 / kg
Uttar Pradesh,auraiya,Onion,1278.0,31-May-2025,12.78,₹ 12.78 / kg
Uttar Pradesh,auraiya,Potato,1123.092105263158,31-May-2025,11.23,₹ 11.23 / kg
Uttar Pradesh,auraiya,Rice,3041.7924528301887,31-May-2025,30.42,₹ 30.42 / kg
Uttar Pradesh,azamgarh,Onion,1217.9032258064517,31-May-2025,12.18,₹ 12.18 / kg
Uttar Pradesh,azamgarh,Potato,1179.8333333333333,31-May-2025,11.8,₹ 11.8 / kg
Uttar Pradesh,azamgarh,Rice,3286.8,31-May-2025,32.87,₹ 32.87 / kg
Uttar Pradesh,badaun,Onion,1203.122270742358,31-May-2025,12.03,₹ 12.03 / kg
Uttar Pradesh,badaun,Potato,1041.268115942029,31-May-2025,10.41,₹ 10.41 / kg
Uttar Pradesh,badaun,Rice,3333.555555555556,31-May-2025,33.34,₹ 33.34 / kg
Uttar Pradesh,baghpat,Onion,1178.6170212765958,31-May-2025,11.79,₹ 11.79 / kg
Uttar Pradesh,baghpat,Potato,1017.6595744680852,31-May-2025,10.18,₹ 10.18 / kg
Uttar Pradesh,baghpat,Rice,3244.038461538461,31-May-2025,32.44,₹ 32.44 / kg
Uttar Pradesh,bahraich,Onion,1355.531914893617,31-May-2025,13.56,₹ 13.56 / kg
Uttar Pradesh,bahraich,Potato,1396.063829787234,31-May-2025,13.96,₹ 13.96 / kg
Uttar Pradesh,bahraich,Rice,3259.259259259259,31-May-2025,32.59,₹ 32.59 / kg
Uttar Pradesh,ballia,Onion,1265.3529411764705,31-May-2025,12.65,₹ 12.65 / kg
Uttar Pradesh,ballia,Potato,1186.5176470588235,31-May-2025,11.87,₹ 11.87 / kg
Uttar Pradesh,ballia,Rice,3104.464285714286,31-May-2025,31.04,₹ 31.04 / kg
Uttar Pradesh,balrampur,Onion,1462.5925925925926,31-May-2025,14.63,₹ 14.63 / kg
Uttar Pradesh,balrampur,Potato,1311.5432098765432,31-May-2025,13.12,₹ 13.12 / kg
Uttar Pradesh,balrampur,Rice,3033.472222222222,31-May-2025,30.33,₹ 30.33 / kg
Uttar Pradesh,banda,Onion,1210.2777777777778,31-May-2025,12.1,₹ 12.1 / kg
Uttar Pradesh,banda,Potato,1238.3333333333333,31-May-2025,12.38,₹ 12.38 / kg
Uttar Pradesh,banda,Rice,3008.5,31-May-2025,30.08,₹ 30.08 / kg
Uttar Pradesh,barabanki,Onion,1221.6233766233763,31-May-2025,12.22,₹ 12.22 / kg
Uttar Pradesh,barabanki,Potato,1163.7323943661972,31-May-2025,11.64,₹ 11.64 / kg
Uttar Pradesh,barabanki,Rice,3235.454545454545,31-May-2025,32.35,₹ 32.35 / kg
Uttar Pradesh,bareilly,Onion,1192.7830188679245,31-May-2025,11.93,₹ 11.93 / kg
Uttar Pradesh,bareilly,Potato,959.271844660194,31-May-2025,9.59,₹ 9.59 / kg
Uttar Pradesh,bareilly,Rice,3054.583333333333,31-May-2025,30.55,₹ 30.55 / kg
Uttar Pradesh,basti,Onion,1248.928571428571,31-May-2025,12.49,₹ 12.49 / kg
Uttar Pradesh,basti,Potato,1176.7857142857142,31-May-2025,11.77,₹ 11.77 / kg
Uttar Pradesh,basti,Rice,3218.4615384615386,31-May-2025,32.18,₹ 32.18 / kg
Uttar Pradesh,bijnor,Onion,1086.75,31-May-2025,10.87,₹ 10.87 / kg
Uttar Pradesh,bijnor,Potato,1001.96261682243,31-May-2025,10.02,₹ 10.02 / kg
Uttar Pradesh,bijnor,Rice,3254.285714285714,31-May-2025,32.54,₹ 32.54 / kg
Uttar Pradesh,bulandshahar,Onion,1228.1550802139038,31-May-2025,12.28,₹ 12.28 / kg
Uttar Pradesh,bulandshahar,Potato,990.6912442396314,31-May-2025,9.91,₹ 9.91 / kg
Uttar Pradesh,bulandshahar,Rice,3242.3846153846152,31-May-2025,32.42,₹ 32.42 / kg
Uttar Pradesh,chandauli,Onion,1171.1764705882354,31-May-2025,11.71,₹ 11.71 / kg
Uttar Pradesh,chandauli,Potato,1179.4642857142858,31-May-2025,11.79,₹ 11.79 / kg
Uttar Pradesh,chandauli,Rice,3331.4,31-May-2025,33.31,₹ 33.31 / kg
Uttar Pradesh,deoria,Onion,1253.8636363636365,31-May-2025,12.54,₹ 12.54 / kg
Uttar Pradesh,deoria,Potato,1168.409090909091,31-May-2025,11.68,₹ 11.68 / kg
Uttar Pradesh,deoria,Rice,3209.318181818182,31-May-2025,32.09,₹ 32.09 / kg
Uttar Pradesh,etah,Onion,1309.84,31-May-2025,13.1,₹ 13.1 / kg
Uttar Pradesh,etah,Potato,1063.1632653061224,31-May-2025,10.63,₹ 10.63 / kg
Uttar Pradesh,etah,Rice,3283.2631578947367,31-May-2025,32.83,₹ 32.83 / kg
Uttar Pradesh,etawah,Onion,1286.6483516483515,31-May-2025,12.87,₹ 12.87 / kg
Uttar Pradesh,etawah,Potato,1083.4065934065934,31-May-2025,10.83,₹ 10.83 / kg
Uttar Pradesh,etawah,Rice,3127.450980392157,31-May-2025,31.27,₹ 31.27 / kg
Uttar Pradesh,fatehpur,Onion,1216.2337662337663,31-May-2025,12.16,₹ 12.16 / kg
Uttar Pradesh,fatehpur,Potato,1144.1666666666667,31-May-2025,11.44,₹ 11.44 / kg
Uttar Pradesh,fatehpur,Rice,3071.4189189189187,31-May-2025,30.71,₹ 30.71 / kg
Uttar Pradesh,firozabad,Onion,1150.2777777777778,31-May-2025,11.5,₹ 11.5 / kg
Uttar Pradesh,firozabad,Potato,1124.2424242424242,31-May-2025,11.24,₹ 11.24 / kg
Uttar Pradesh,firozabad,Rice,3396.25,31-May-2025,33.96,₹ 33.96 / kg
Uttar Pradesh,ghaziabad,Onion,1182.603448275862,31-May-2025,11.83,₹ 11.83 / kg
Uttar Pradesh,ghaziabad,Potato,1019.5583333333332,31-May-2025,10.2,₹ 10.2 / kg
Uttar Pradesh,ghaziabad,Rice,3236.6666666666665,31-May-2025,32.37,₹ 32.37 / kg
Uttar Pradesh,ghazipur,Onion,1181.7307692307693,31-May-2025,11.82,₹ 11.82 / kg
Uttar Pradesh,ghazipur,Potato,1170.0,31-May-2025,11.7,₹ 11.7 / kg
Uttar Pradesh,ghazipur,Rice,4061.3953488372094,31-May-2025,40.61,₹ 40.61 / kg
Uttar Pradesh,gonda,Onion,1251.451612903226,31-May-2025,12.51,₹ 12.51 / kg
Uttar Pradesh,gonda,Potato,1234.4444444444443,31-May-2025,12.34,₹ 12.34 / kg
Uttar Pradesh,gonda,Rice,3198.454545454545,31-May-2025,31.98,₹ 31.98 / kg
Uttar Pradesh,gorakhpur,Onion,1826.2,31-May-2025,18.26,₹ 18.26 / kg
Uttar Pradesh,gorakhpur,Potato,1458.8,31-May-2025,14.59,₹ 14.59 / kg
Uttar Pradesh,gorakhpur,Rice,3032.121212121212,31-May-2025,30.32,₹ 30.32 / kg
Uttar Pradesh,hardoi,Onion,1224.842465753425,31-May-2025,12.25,₹ 12.25 / kg
Uttar Pradesh,hardoi,Potato,1231.190476190476,31-May-2025,12.31,₹ 12.31 / kg
Uttar Pradesh,hardoi,Rice,3159.563492063492,31-May-2025,31.6,₹ 31.6 / kg
Uttar Pradesh,jaunpur,Onion,1185.2597402597405,31-May-2025,11.85,₹ 11.85 / kg
Uttar Pradesh,jaunpur,Potato,1202.4666666666667,31-May-2025,12.02,₹ 12.02 / kg
Uttar Pradesh,jaunpur,Rice,3343.243243243244,31-May-2025,33.43,₹ 33.43 / kg
Uttar Pradesh,jhansi,Onion,1104.377990430622,31-May-2025,11.04,₹ 11.04 / kg
Uttar Pradesh,jhansi,Potato,1244.357142857143,31-May-2025,12.44,₹ 12.44 / kg
Uttar Pradesh,jhansi,Rice,3519.714285714286,31-May-2025,35.2,₹ 35.2 / kg
Uttar Pradesh,kaushambi,Onion,1230.5,31-May-2025,12.3,₹ 12.3 / kg
Uttar Pradesh,kaushambi,Potato,1147.638888888889,31-May-2025,11.48,₹ 11.48 / kg
Uttar Pradesh,kaushambi,Rice,2924.2105263157896,31-May-2025,29.24,₹ 29.24 / kg
Uttar Pradesh,kushinagar,Onion,1391.428571428571,31-May-2025,13.91,₹ 13.91 / kg
Uttar Pradesh,kushinagar,Potato,1698.571428571429,31-May-2025,16.99,₹ 16.99 / kg
Uttar Pradesh,kushinagar,Rice,2879.5,31-May-2025,28.8,₹ 28.8 / kg
Uttar Pradesh,lalitpur,Onion,1188.8709677419354,31-May-2025,11.89,₹ 11.89 / kg
Uttar Pradesh,lalitpur,Potato,1266.1290322580646,31-May-2025,12.66,₹ 12.66 / kg
Uttar Pradesh,lalitpur,Rice,3458.611111111112,31-May-2025,34.59,₹ 34.59 / kg
Uttar Pradesh,lucknow,Onion,1253.1666666666667,31-May-2025,12.53,₹ 12.53 / kg
Uttar Pradesh,lucknow,Potato,1224.5,31-May-2025,12.24,₹ 12.24 / kg
Uttar Pradesh,lucknow,Rice,3029.867924528302,31-May-2025,30.3,₹ 30.3 / kg
Uttar Pradesh,maharajganj,Onion,1325.421052631579,31-May-2025,13.25,₹ 13.25 / kg
Uttar Pradesh,maharajganj,Potato,1181.5104166666667,31-May-2025,11.82,₹ 11.82 / kg
Uttar Pradesh,maharajganj,Rice,3067.253731343284,31-May-2025,30.67,₹ 30.67 / kg
Uttar Pradesh,mahoba,Onion,1228.888888888889,31-May-2025,12.29,₹ 12.29 / kg
Uttar Pradesh,mahoba,Potato,1234.6296296296296,31-May-2025,12.35,₹ 12.35 / kg
Uttar Pradesh,mahoba,Rice,3153.076923076923,31-May-2025,31.53,₹ 31.53 / kg
Uttar Pradesh,mainpuri,Onion,1150.0892857142858,31-May-2025,11.5,₹ 11.5 / kg
Uttar Pradesh,mainpuri,Potato,1089.5061728395062,31-May-2025,10.9,₹ 10.9 / kg
Uttar Pradesh,mainpuri,Rice,3363.235294117647,31-May-2025,33.63,₹ 33.63 / kg
Uttar Pradesh,mathura,Onion,1153.6170212765958,31-May-2025,11.54,₹ 11.54 / kg
Uttar Pradesh,mathura,Potato,1161.276595744681,31-May-2025,11.61,₹ 11.61 / kg
Uttar Pradesh,mathura,Rice,3367.553191489362,31-May-2025,33.68,₹ 33.68 / kg
Uttar Pradesh,meerut,Onion,1179.857142857143,31-May-2025,11.8,₹ 11.8 / kg
Uttar Pradesh,meerut,Potato,1097.0555555555557,31-May-2025,10.97,₹ 10.97 / kg
Uttar Pradesh,meerut,Rice,3232.826086956521,31-May-2025,32.33,₹ 32.33 / kg
Uttar Pradesh,mirzapur,Onion,1009.6052631578948,31-May-2025,10.1,₹ 10.1 / kg
Uttar Pradesh,mirzapur,Potato,1084.609375,31-May-2025,10.85,₹ 10.85 / kg
Uttar Pradesh,mirzapur,Rice,3256.4814814814813,31-May-2025,32.56,₹ 32.56 / kg
Uttar Pradesh,muzaffarnagar,Onion,1102.528735632184,31-May-2025,11.03,₹ 11.03 / kg
Uttar Pradesh,muzaffarnagar,Potato,967.6515151515152,31-May-2025,9.68,₹ 9.68 / kg
Uttar Pradesh,muzaffarnagar,Rice,3265.0,31-May-2025,32.65,₹ 32.65 / kg
Uttar Pradesh,pratapgarh,Onion,1034.08,31-May-2025,10.34,₹ 10.34 / kg
Uttar Pradesh,pratapgarh,Potato,1189.642857142857,31-May-2025,11.9,₹ 11.9 / kg
Uttar Pradesh,pratapgarh,Rice,3130.714285714286,31-May-2025,31.31,₹ 31.31 / kg
Uttar Pradesh,prayagraj,Onion,1181.309523809524,31-May-2025,11.81,₹ 11.81 / kg
Uttar Pradesh,prayagraj,Potato,1171.0135135135135,31-May-2025,11.71,₹ 11.71 / kg
Uttar Pradesh,prayagraj,Rice,3518.101694915254,31-May-2025,35.18,₹ 35.18 / kg
Uttar Pradesh,rampur,Onion,1210.7272727272727,31-May-2025,12.11,₹ 12.11 / kg
Uttar Pradesh,rampur,Potato,1110.6363636363635,31-May-2025,11.11,₹ 11.11 / kg
Uttar Pradesh,rampur,Rice,3255.3571428571427,31-May-2025,32.55,₹ 32.55 / kg
Uttar Pradesh,saharanpur,Onion,1122.090909090909,31-May-2025,11.22,₹ 11.22 / kg
Uttar Pradesh,saharanpur,Potato,905.5555555555557,31-May-2025,9.06,₹ 9.06 / kg
Uttar Pradesh,saharanpur,Rice,3385.0,31-May-2025,33.85,₹ 33.85 / kg
Uttar Pradesh,sambhal,Onion,1278.1176470588234,31-May-2025,12.78,₹ 12.78 / kg
