STATE,District Name,Commodity,Modal_Price,Date,Price_per_kg,Price_display
Uttar Pradesh,sambhal,Potato,977.1698113207548,31-May-2025,9.77,₹ 9.77 / kg
Uttar Pradesh,sambhal,Rice,3246.7391304347825,31-May-2025,32.47,₹ 32.47 / kg
Uttar Pradesh,shahjahanpur,Onion,1192.9738562091504,31-May-2025,11.93,₹ 11.93 / kg
Uttar Pradesh,shahjahanpur,Potato,1042.2099447513813,31-May-2025,10.42,₹ 10.42 / kg
Uttar Pradesh,shahjahanpur,Rice,3283.928571428572,31-May-2025,32.84,₹ 32.84 / kg
Uttar Pradesh,shravasti,Onion,1230.0,31-May-2025,12.3,₹ 12.3 / kg
Uttar Pradesh,shravasti,Potato,1179.1891891891892,31-May-2025,11.79,₹ 11.79 / kg
Uttar Pradesh,sitapur,Onion,1161.881188118812,31-May-2025,11.62,₹ 11.62 / kg
Uttar Pradesh,sitapur,Potato,1124.1666666666667,31-May-2025,11.24,₹ 11.24 / kg
Uttar Pradesh,sitapur,Rice,3152.872340425532,31-May-2025,31.53,₹ 31.53 / kg
Uttar Pradesh,sonbhadra,Onion,1250.9803921568628,31-May-2025,12.51,₹ 12.51 / kg
Uttar Pradesh,sonbhadra,Potato,1162.4,31-May-2025,11.62,₹ 11.62 / kg
Uttar Pradesh,sonbhadra,Rice,3345.454545454545,31-May-2025,33.45,₹ 33.45 / kg
Uttar Pradesh,unnao,Onion,1211.0,31-May-2025,12.11,₹ 12.11 / kg
Uttar Pradesh,unnao,Potato,1239.2592592592594,31-May-2025,12.39,₹ 12.39 / kg
Uttar Pradesh,unnao,Rice,3169.4805194805194,31-May-2025,31.69,₹ 31.69 / kg
Uttar Pradesh,varanasi,Onion,1182.0,31-May-2025,11.82,₹ 11.82 / kg
Uttar Pradesh,varanasi,Potato,1157.0,31-May-2025,11.57,₹ 11.57 / kg
Uttar Pradesh,varanasi,Rice,3337.8,31-May-2025,33.38,₹ 33.38 / kg
Uttrakhand,champawat,Onion,810.0,31-May-2025,8.1,₹ 8.1 / kg
Uttrakhand,champawat,Potato,750.0,31-May-2025,7.5,₹ 7.5 / kg
Uttrakhand,champawat,Rice,2846.6666666666665,31-May-2025,28.47,₹ 28.47 / kg
West Bengal,alipurduar,Onion,1697.169811320755,31-May-2025,16.97,₹ 16.97 / kg
West Bengal,alipurduar,Potato,1147.3684210526317,31-May-2025,11.47,₹ 11.47 / kg
West Bengal,bankura,Onion,1568.0555555555557,31-May-2025,15.68,₹ 15.68 / kg
West Bengal,bankura,Potato,1269.84496124031,31-May-2025,12.7,₹ 12.7 / kg
West Bengal,bankura,Rice,3906.551724137931,31-May-2025,39.07,₹ 39.07 / kg
West Bengal,birbhum,Onion,1833.7719298245613,31-May-2025,18.34,₹ 18.34 / kg
West Bengal,birbhum,Potato,1269.2792792792793,31-May-2025,12.69,₹ 12.69 / kg
West Bengal,birbhum,Rice,3490.765765765766,31-May-2025,34.91,₹ 34.91 / kg
West Bengal,coochbehar,Potato,1106.25,31-May-2025,11.06,₹ 11.06 / kg
West Bengal,hooghly,Onion,1399.1596638655462,31-May-2025,13.99,₹ 13.99 / kg
West Bengal,hooghly,Potato,1358.4873949579833,31-May-2025,13.58,₹ 13.58 / kg
West Bengal,hooghly,Rice,4239.666666666667,31-May-2025,42.4,₹ 42.4 / kg
West Bengal,howrah,Onion,2006.5573770491803,31-May-2025,20.07,₹ 20.07 / kg
West Bengal,howrah,Potato,1589.8360655737704,31-May-2025,15.9,₹ 15.9 / kg
West Bengal,howrah,Rice,3650.0,31-May-2025,36.5,₹ 36.5 / kg
West Bengal,jalpaiguri,Onion,1878.3410138248848,31-May-2025,18.78,₹ 18.78 / kg
West Bengal,jalpaiguri,Potato,1266.388127853881,31-May-2025,12.66,₹ 12.66 / kg
West Bengal,kolkata,Onion,1605.6521739130435,31-May-2025,16.06,₹ 16.06 / kg
West Bengal,kolkata,Potato,1460.0,31-May-2025,14.6,₹ 14.6 / kg
West Bengal,murshidabad,Onion,1355.8333333333333,31-May-2025,13.56,₹ 13.56 / kg
West Bengal,murshidabad,Potato,1172.4257425742574,31-May-2025,11.72,₹ 11.72 / kg
West Bengal,murshidabad,Rice,3739.748427672956,31-May-2025,37.4,₹ 37.4 / kg
West Bengal,nadia,Onion,1955.1479289940828,31-May-2025,19.55,₹ 19.55 / kg
West Bengal,nadia,Potato,1533.9704142011835,31-May-2025,15.34,₹ 15.34 / kg
West Bengal,nadia,Rice,4390.878378378378,31-May-2025,43.91,₹ 43.91 / kg
West Bengal,north 24 parganas,Onion,1729.6666666666667,31-May-2025,17.3,₹ 17.3 / kg
West Bengal,north 24 parganas,Potato,1581.3333333333333,31-May-2025,15.81,₹ 15.81 / kg
West Bengal,paschim bardhaman,Onion,1643.2520325203252,31-May-2025,16.43,₹ 16.43 / kg
West Bengal,paschim bardhaman,Potato,1306.341463414634,31-May-2025,13.06,₹ 13.06 / kg
West Bengal,paschim bardhaman,Rice,3953.0,31-May-2025,39.53,₹ 39.53 / kg
West Bengal,puruliya,Onion,1721.75,31-May-2025,17.22,₹ 17.22 / kg
West Bengal,puruliya,Potato,1378.0487804878048,31-May-2025,13.78,₹ 13.78 / kg
West Bengal,puruliya,Rice,3792.469135802469,31-May-2025,37.92,₹ 37.92 / kg
