STATE,District Name,Commodity,Date,Modal_Price
Haryana,mewat,Potato,31-03-2025,988.0
Haryana,mewat,Potato,30-04-2025,1022.7272727272727
Haryana,mewat,Potato,31-05-2025,1108.5365853658536
Haryana,mewat,Potato,30-06-2025,1368.1818181818182
Haryana,palwal,Onion,28-02-2025,2029.1666666666667
Haryana,palwal,Onion,31-03-2025,1982.258064516129
Haryana,palwal,Onion,30-04-2025,1545.6521739130435
Haryana,palwal,Onion,31-05-2025,1230.0
Haryana,palwal,Onion,30-06-2025,1158.8235294117646
Haryana,palwal,Potato,31-01-2025,1132.608695652174
Haryana,palwal,Potato,28-02-2025,1038.2978723404256
Haryana,palwal,Potato,31-03-2025,975.0
Haryana,palwal,Potato,30-04-2025,959.1836734693876
Haryana,palwal,Potato,31-05-2025,932.3076923076924
Haryana,palwal,Potato,30-06-2025,950.0
Haryana,panchkula,Onion,28-02-2025,2542.622950819672
Haryana,panchkula,Onion,31-03-2025,2310.56338028169
Haryana,panchkula,Onion,30-04-2025,1797.7941176470588
Haryana,panchkula,Onion,31-05-2025,1521.09375
Haryana,panchkula,Onion,30-06-2025,1700.0
Haryana,panchkula,Potato,31-01-2025,1535.0
Haryana,panchkula,Potato,28-02-2025,1049.3902439024391
Haryana,panchkula,Potato,31-03-2025,1006.0
Haryana,panchkula,Potato,30-04-2025,1002.7027027027028
Haryana,panchkula,Potato,31-05-2025,919.1780821917808
Haryana,panchkula,Potato,30-06-2025,1091.304347826087
Haryana,panipat,Onion,28-02-2025,2277.1929824561403
Haryana,panipat,Onion,31-03-2025,2200.6944444444443
Haryana,panipat,Onion,30-04-2025,1526.7857142857142
Haryana,panipat,Onion,31-05-2025,1139.1304347826087
Haryana,panipat,Onion,30-06-2025,1069.5652173913045
Haryana,panipat,Potato,31-01-2025,988.8888888888888
Haryana,panipat,Potato,28-02-2025,768.75
Haryana,panipat,Potato,31-03-2025,687.5
Haryana,panipat,Potato,30-04-2025,761.2244897959183
Haryana,panipat,Potato,31-05-2025,706.0344827586207
Haryana,panipat,Potato,30-06-2025,805.2631578947369
Haryana,rewari,Onion,28-02-2025,1946.6666666666667
Haryana,rewari,Onion,31-03-2025,1817.857142857143
Haryana,rewari,Onion,30-04-2025,1429.4117647058824
Haryana,rewari,Onion,31-05-2025,1330.7692307692307
Haryana,rewari,Onion,30-06-2025,1188.888888888889
Haryana,rewari,Potato,31-01-2025,1619.642857142857
Haryana,rewari,Potato,28-02-2025,1317.0731707317073
Haryana,rewari,Potato,31-03-2025,1309.6153846153843
Haryana,rewari,Potato,30-04-2025,1128.8461538461538
Haryana,rewari,Potato,31-05-2025,1120.909090909091
Haryana,rewari,Potato,30-06-2025,1170.0
